question,expected_in_domain,predicted_in_domain,score,rationale,category,language
Wie wird mit Technical Debt umgegangen?,True,True,0.9,"The question pertains to engineering practices at virtualQ, specifically how the company manages technical debt, which is a relevant concern for a technology company.",in_domain,en
Wie skaliert das virtualQ-System hinsichtlich Performance und neuer Standorte?,True,True,0.95,"The question asks about the scalability of the virtualQ system, which is directly related to its technology stack and infrastructure.",in_domain,en
Wie werden Spracherkennung und Intent-Erkennung im System eingesetzt?,True,True,0.9,"The question pertains to the technology stack and specific functionalities (speech and intent recognition) within virtualQ's system, which aligns with the domain of virtualQ's technology and engineering practices.",in_domain,en
Wie ist der Build- und Deployment-Prozess organisiert?,True,True,0.95,"The question is about the build and deployment process, which falls under the CI/CD and technology stack domain of virtualQ.",in_domain,en
Wie nutzen wir Mobile Device Management?,True,True,0.8,"The question pertains to the technology stack and infrastructure practices at virtualQ, specifically regarding Mobile Device Management, which is relevant to a telephony company's operational technology.",in_domain,en
Welche Machine-Learning-Algorithmen werden in der Forecasting-Engine verwendet?,True,True,0.95,"The question pertains to the technology stack and specific algorithms used by virtualQ, which is directly related to their engineering practices and infrastructure.",in_domain,en
Welche verschiedenen Optimizer bietet virtualQ an und was tun sie?,True,True,0.9,"The question is about specific technology offerings (optimizers) and their functions within virtualQ, which falls under the company's technology stack and engineering practices.",in_domain,en
Was ist die Hauptstadt von Frankreich?,False,False,0.0,The question is about general knowledge (the capital of France) and not related to virtualQ or its technology stack.,out_of_domain_general_knowledge,en
Wer hat den Roman 1984 geschrieben?,False,False,0.0,"The question is about the author of a novel, which is unrelated to the telephony company virtualQ and its technology stack.",out_of_domain_general_knowledge,en
Wie schnell ist Lichtgeschwindigkeit?,False,False,0.0,The question about the speed of light is a general knowledge inquiry and not related to virtualQ or its technology stack.,out_of_domain_general_knowledge,en
Was sind die Hauptfunktionen von Genesys Cloud?,False,False,0.1,"The question is about Genesys Cloud, which is a different telephony company and not related to virtualQ.",out_of_domain_other_company,en
Wie schneidet Five9 im Vergleich zu NICE inContact ab?,False,False,0.1,"The question is about comparing Five9 and NICE inContact, which are unrelated third-party companies, and not about virtualQ or its technology stack.",out_of_domain_other_company,en
Erkläre Quantencomputing in einfachen Worten,False,False,0.1,"The question is about quantum computing, which is unrelated to the telephony company virtualQ and its technology stack.",out_of_domain_general_knowledge,en
Was sind die besten Python-Web-Frameworks?,False,False,0.1,The question is about general Python web frameworks and not specific to virtualQ or its technology stack.,out_of_domain_general_tech,en
Wie backe ich einen Schokoladenkuchen?,False,False,0.0,"The question is about baking a chocolate cake, which is unrelated to the telephony company virtualQ and its technology stack.",out_of_domain_general_knowledge,en
Wofür werden WebSockets verwendet?,False,True,0.7,"WebSockets are a technology that could be relevant to virtualQ's telephony services and infrastructure, though the question is quite general.",out_of_domain_general_tech,en
Erkläre Kubernetes-Pod-Scheduling,False,True,0.8,Kubernetes Pod Scheduling is a technology-related topic that could be relevant to virtualQ's infrastructure and engineering practices.,out_of_domain_general_tech,en
Was ist der Unterschied zwischen TCP und UDP?,False,False,0.1,The question is about general networking concepts (TCP vs UDP) and not specific to virtualQ or its technology stack.,out_of_domain_general_tech,en
