question,expected_in_domain,predicted_in_domain,score,rationale,category,language
Explain quantum computing in simple terms,False,False,0.05,"The question asks about quantum computing, which is unrelated to virtualQ's telephony products, technology stack, or engineering practices.",out_of_domain_general_knowledge,en
What are the best Python web frameworks?,False,False,0.35,The question is a generic inquiry about Python web frameworks and does not specifically relate to virtualQ's telephony services or technology stack.,out_of_domain_general_tech,en
How do I make a chocolate cake?,False,False,0.02,"The question is about baking a chocolate cake, which is unrelated to virtualQ's telephony technology or engineering topics.",out_of_domain_general_knowledge,en
What are WebSockets used for?,False,True,0.6,"While the question is generic, WebSockets are commonly used for real‑time communication and could be relevant to virtualQ's telephony APIs or client SDKs.",out_of_domain_general_tech,en
Explain Kubernetes pod scheduling,False,True,0.75,"While generic, understanding Kubernetes pod scheduling is relevant to virtualQ's likely deployment and CICD infrastructure.",out_of_domain_general_tech,en
What is the difference between TCP and UDP?,False,True,0.68,Understanding TCP vs UDP is relevant to telephony and networking decisions that virtualQ engineers would need to make.,out_of_domain_general_tech,en
Welche rechtlichen Kriterien gibt es bei Drittanbieter-Software?,True,True,0.75,"The question concerns legal/compliance criteria for third‑party software, which is relevant to virtualQ's security and compliance considerations for its technology stack.",in_domain,en
Welche Programmiersprachen werden bei uns verwendet?,True,True,0.95,"The question asks about the programming languages used, which directly pertains to virtualQ's technology stack.",in_domain,en
Welche Frameworks werden in unserem System genutzt?,True,True,0.85,"The question asks about frameworks used in the system, which likely pertains to virtualQ's technology stack.",in_domain,en
Was sind interne und externe Audits und wie unterscheiden sie sich?,True,True,0.7,"The question concerns audits, which are relevant to security and compliance practices that could apply to virtualQ's operations.",in_domain,en
Wie wird mit Technical Debt umgegangen?,True,True,0.8,"The question asks about handling technical debt, which is an engineering practice relevant to virtualQ's technology stack and processes.",in_domain,en
Wie skaliert das virtualQ-System hinsichtlich Performance und neuer Standorte?,True,True,0.98,"The question asks specifically about how virtualQ's system scales in terms of performance and geographic expansion, which directly relates to its architecture and infrastructure.",in_domain,en
Wie werden Spracherkennung und Intent-Erkennung im System eingesetzt?,True,True,0.78,"The question asks about speech and intent recognition within a system, which could pertain to virtualQ's telephony platform and its technology stack.",in_domain,en
Wie ist der Build- und Deployment-Prozess organisiert?,True,True,0.95,"The question asks about build and deployment processes, which falls under the deployment/CICD aspect of virtualQ's technology stack.",in_domain,en
Wie nutzen wir Mobile Device Management?,True,True,0.75,"Mobile Device Management could be part of virtualQ's internal engineering or security practices, so it reasonably relates to the company's technology stack.",in_domain,en
Welche Machine-Learning-Algorithmen werden in der Forecasting-Engine verwendet?,True,True,0.7,"The question asks about ML algorithms in a forecasting engine, which could pertain to virtualQ's call‑volume forecasting component, making it reasonably relevant to their tech stack.",in_domain,en
Welche verschiedenen Optimizer bietet virtualQ an und was tun sie?,True,True,0.95,"The question asks about specific features (optimizers) offered by virtualQ, which relates directly to its product/technology stack.",in_domain,en
Was ist die Hauptstadt von Frankreich?,False,False,0.02,"The question asks for the capital of France, which is unrelated to virtualQ's telephony technology, products, or engineering practices.",out_of_domain_general_knowledge,en
Wer hat den Roman 1984 geschrieben?,False,False,0.0,"The question asks about the author of a novel, which is unrelated to virtualQ's telephony technology or engineering topics.",out_of_domain_general_knowledge,en
Wie schnell ist Lichtgeschwindigkeit?,False,False,0.05,"The question asks about the physical speed of light, which is unrelated to virtualQ's telephony technology, products, or engineering practices.",out_of_domain_general_knowledge,en
Was sind die Hauptfunktionen von Genesys Cloud?,False,False,0.1,"The question asks about Genesys Cloud features, which is unrelated to virtualQ's products or technology stack.",out_of_domain_other_company,en
Wie schneidet Five9 im Vergleich zu NICE inContact ab?,False,False,0.1,"The question compares Five9 and NICE inContact, which are unrelated to virtualQ and its technology stack.",out_of_domain_other_company,en
Erkläre Quantencomputing in einfachen Worten,False,False,0.95,"The question asks for a general explanation of quantum computing, which is unrelated to virtualQ's telephony products, technology stack, or engineering practices.",out_of_domain_general_knowledge,en
Was sind die besten Python-Web-Frameworks?,False,False,0.15,The question asks about general Python web frameworks and does not reference virtualQ or its telephony technology stack.,out_of_domain_general_tech,en
Wie backe ich einen Schokoladenkuchen?,False,False,0.02,"The question asks about baking a chocolate cake, which is unrelated to virtualQ's telephony technology or engineering topics.",out_of_domain_general_knowledge,en
Wofür werden WebSockets verwendet?,False,True,0.68,"WebSockets are a real‑time communication technology that could be part of virtualQ's telephony stack or APIs, so the question is reasonably related.",out_of_domain_general_tech,en
Erkläre Kubernetes-Pod-Scheduling,False,True,0.66,"While generic, Kubernetes pod scheduling could pertain to virtualQ's deployment/infrastructure stack, so it is reasonably relevant.",out_of_domain_general_tech,en
Was ist der Unterschied zwischen TCP und UDP?,False,True,0.6,"While a generic networking question, understanding TCP vs UDP is relevant to telephony systems like virtualQ that rely on specific transport protocols.",out_of_domain_general_tech,en
