question,expected_in_domain,predicted_in_domain,score,rationale,category,language
What is the speed of light?,False,False,0.99,"The question asks a general physics fact unrelated to virtualQ, its products, technology, or telephony.",out_of_domain_general_knowledge,en
What are Genesys Cloud's main features?,False,False,0.96,"The question asks about Genesys Cloud, a competitor product, not about virtualQ or its technology stack.",out_of_domain_other_company,en
How does Five9 compare to NICE inContact?,False,False,0.95,"The question compares two external contact‑center vendors, which is unrelated to virtualQ's own products or technology.",out_of_domain_other_company,en
Explain quantum computing in simple terms,False,False,0.99,"The question asks about quantum computing, which is unrelated to virtualQ's products, technology stack, or telephony domain.",out_of_domain_general_knowledge,en
What are the best Python web frameworks?,False,False,0.2,"The question asks about generic Python web frameworks, not specific to virtualQ or its technology stack.",out_of_domain_general_tech,en
How do I make a chocolate cake?,False,False,0.99,"The question asks for a cooking recipe, which is unrelated to virtualQ's products, technology, or telephony domain.",out_of_domain_general_knowledge,en
What are WebSockets used for?,False,True,0.85,"The question is about a general technology (WebSockets) that could be part of virtualQ's stack, making it relevant but not specific to virtualQ.",out_of_domain_general_tech,en
Explain Kubernetes pod scheduling,False,True,0.9,Kubernetes pod scheduling is a general technology topic that could be relevant to virtualQ's infrastructure stack.,out_of_domain_general_tech,en
What is the difference between TCP and UDP?,False,True,0.85,"The question asks about general networking protocols that are part of virtualQ's technology stack, making it relevant but not specific to virtualQ.",out_of_domain_general_tech,en
Welche rechtlichen Kriterien gibt es bei Drittanbieter-Software?,True,False,0.92,"The question asks about general legal criteria for third‑party software, not about virtualQ's products, stack, or practices.",in_domain,en
Welche Programmiersprachen werden bei uns verwendet?,True,True,0.97,"The question asks which programming languages are used at virtualQ, directly concerning the company's technology stack.",in_domain,en
Welche Frameworks werden in unserem System genutzt?,True,True,0.95,"The question asks which frameworks are used in our system, directly referring to the internal technology stack of virtualQ.",in_domain,en
Was sind interne und externe Audits und wie unterscheiden sie sich?,True,False,0.78,"The question asks about general internal vs external audits, which is not specific to virtualQ's products, tech stack, or telephony domain.",in_domain,en
Wie wird mit Technical Debt umgegangen?,True,True,0.97,"The question asks about virtualQ's approach to technical debt, which is an engineering practice specific to the company.",in_domain,en
Wie skaliert das virtualQ-System hinsichtlich Performance und neuer Standorte?,True,True,0.98,"The question asks specifically about how virtualQ's system scales in performance and geographic expansion, which directly concerns virtualQ's product architecture.",in_domain,en
Wie werden Spracherkennung und Intent-Erkennung im System eingesetzt?,True,True,0.95,"The question asks how speech recognition and intent detection are used, which pertains to virtualQ's telephony products and their internal technology.",in_domain,en
Wie ist der Build- und Deployment-Prozess organisiert?,True,True,0.97,"The question asks about the build and deployment process, which pertains to virtualQ's CI/CD and engineering practices and is therefore within the domain.",in_domain,en
Wie nutzen wir Mobile Device Management?,True,True,0.95,"The question asks how virtualQ uses Mobile Device Management, which is an internal engineering/security practice relevant to the company's technology stack.",in_domain,en
Welche Machine-Learning-Algorithmen werden in der Forecasting-Engine verwendet?,True,False,0.88,"The question asks about machine‑learning algorithms in a forecasting engine without mentioning virtualQ, so it is not specific to virtualQ's products or stack.",in_domain,en
Welche verschiedenen Optimizer bietet virtualQ an und was tun sie?,True,True,0.98,"The question asks about specific virtualQ optimizers, which are part of virtualQ's product offerings.",in_domain,en
Was ist die Hauptstadt von Frankreich?,False,False,0.99,"The question asks for the capital of France, which is unrelated to virtualQ, its products, technology, or telephony.",out_of_domain_general_knowledge,en
Wer hat den Roman 1984 geschrieben?,False,False,0.99,"The question asks about the author of the novel '1984', which is unrelated to virtualQ's products, technology, or telephony.",out_of_domain_general_knowledge,en
Wie schnell ist Lichtgeschwindigkeit?,False,False,0.99,"The question asks about the physical speed of light, which is unrelated to virtualQ's products, technology, or telephony domain.",out_of_domain_general_knowledge,en
Was sind die Hauptfunktionen von Genesys Cloud?,False,False,0.96,"The question asks about Genesys Cloud, a different company's product, not about virtualQ or its technology.",out_of_domain_other_company,en
Wie schneidet Five9 im Vergleich zu NICE inContact ab?,False,False,0.96,The question compares two external contact‑center vendors (Five9 and NICE inContact) and does not pertain to virtualQ or its technology.,out_of_domain_other_company,en
Erkläre Quantencomputing in einfachen Worten,False,False,0.99,"The question asks for a simple explanation of quantum computing, which is unrelated to virtualQ's products, technology stack, or telephony domain.",out_of_domain_general_knowledge,en
Was sind die besten Python-Web-Frameworks?,False,False,0.96,"The question asks about general Python web frameworks and does not relate to virtualQ, its products, or its telephony technology.",out_of_domain_general_tech,en
Wie backe ich einen Schokoladenkuchen?,False,False,0.99,"The question asks for a chocolate cake recipe, which is unrelated to virtualQ's products, technology, or telephony domain.",out_of_domain_general_knowledge,en
Wofür werden WebSockets verwendet?,False,True,0.9,"The question asks about a general technology (WebSockets) that could be used in virtualQ's stack, making it relevant but not specific to virtualQ.",out_of_domain_general_tech,en
Erkläre Kubernetes-Pod-Scheduling,False,True,0.9,Kubernetes pod scheduling is a general technology topic that is relevant to virtualQ's infrastructure stack.,out_of_domain_general_tech,en
Was ist der Unterschied zwischen TCP und UDP?,False,True,0.8,"The question is about general networking protocols that are part of any telephony company's tech stack, making it relevant but not specific to virtualQ.",out_of_domain_general_tech,en
