question,expected_in_domain,predicted_in_domain,score,rationale,category,language
Explain quantum computing in simple terms,False,False,0.99,"The question asks about quantum computing, which is unrelated to virtualQ's telephony products or technology stack.",out_of_domain_general_knowledge,en
What are the best Python web frameworks?,False,False,0.99,"The question asks about general Python web frameworks, which is unrelated to virtualQ's telephony products or technology stack.",out_of_domain_general_tech,en
How do I make a chocolate cake?,False,False,0.99,"The question asks about baking a chocolate cake, which is unrelated to virtualQ's telephony technology or engineering.",out_of_domain_general_knowledge,en
What are WebSockets used for?,False,False,0.98,The question asks about general WebSocket usage and does not reference virtualQ or its telephony technology stack.,out_of_domain_general_tech,en
Explain Kubernetes pod scheduling,False,False,0.96,"The question asks about general Kubernetes pod scheduling, not specifically about virtualQ's technology, products, or infrastructure.",out_of_domain_general_tech,en
What is the difference between TCP and UDP?,False,False,0.99,"The question asks about general networking protocols (TCP vs UDP) and does not pertain to virtualQ's products, infrastructure, or engineering practices.",out_of_domain_general_tech,en
Welche rechtlichen Kriterien gibt es bei Drittanbieter-Software?,True,False,0.95,The question asks about general legal criteria for third‑party software and does not reference virtualQ or its specific technology stack.,in_domain,en
Welche Programmiersprachen werden bei uns verwendet?,True,True,0.98,"The question asks about the programming languages used by the company, which is part of virtualQ's technology stack and thus falls within the domain.",in_domain,en
Welche Frameworks werden in unserem System genutzt?,True,True,0.95,"The question asks about the frameworks used in the system, which pertains to virtualQ's technology stack and is therefore within the domain.",in_domain,en
Was sind interne und externe Audits und wie unterscheiden sie sich?,True,False,0.1,"The question asks about general internal and external audits without referencing virtualQ or its technology, which falls outside the specified domain.",in_domain,en
Wie wird mit Technical Debt umgegangen?,True,False,0.88,"The question asks about handling technical debt in general and does not reference virtualQ or its specific practices, so it falls outside the defined domain.",in_domain,en
Wie skaliert das virtualQ-System hinsichtlich Performance und neuer Standorte?,True,True,0.99,"The question asks about how virtualQ's system scales in terms of performance and new locations, which directly pertains to virtualQ's technology and architecture.",in_domain,en
Wie werden Spracherkennung und Intent-Erkennung im System eingesetzt?,True,False,0.22,"The question asks about speech and intent recognition in a system but does not reference virtualQ, so it is likely not specific to virtualQ's technology.",in_domain,en
Wie ist der Build- und Deployment-Prozess organisiert?,True,False,0.3,"The question asks about build and deployment processes but does not reference virtualQ, making it likely a generic query rather than specific to virtualQ.",in_domain,en
Wie nutzen wir Mobile Device Management?,True,False,0.2,The question asks about Mobile Device Management generally and does not reference virtualQ or its specific technology stack.,in_domain,en
Welche Machine-Learning-Algorithmen werden in der Forecasting-Engine verwendet?,True,True,0.85,"The question asks about the machine‑learning algorithms used in virtualQ's forecasting engine, which pertains to the company's technology stack.",in_domain,en
Welche verschiedenen Optimizer bietet virtualQ an und was tun sie?,True,True,0.97,"The question asks about specific virtualQ technology (optimizers), which falls within the telephony company's product and tech stack domain.",in_domain,en
Was ist die Hauptstadt von Frankreich?,False,False,0.99,"The question asks for the capital of France, which is unrelated to virtualQ's telephony technology or infrastructure.",out_of_domain_general_knowledge,en
Wer hat den Roman 1984 geschrieben?,False,False,0.99,"The question asks about the author of the novel '1984', which is unrelated to virtualQ's telephony technology or engineering.",out_of_domain_general_knowledge,en
Wie schnell ist Lichtgeschwindigkeit?,False,False,0.99,"The question asks about the speed of light, which is a general physics topic and not related to virtualQ's telephony technology or infrastructure.",out_of_domain_general_knowledge,en
Was sind die Hauptfunktionen von Genesys Cloud?,False,False,0.99,"The question asks about Genesys Cloud, a different telephony company, not about virtualQ.",out_of_domain_other_company,en
Wie schneidet Five9 im Vergleich zu NICE inContact ab?,False,False,0.99,"The question asks about a comparison between Five9 and NICE inContact, which are other telephony companies, not about virtualQ.",out_of_domain_other_company,en
Erkläre Quantencomputing in einfachen Worten,False,False,0.99,"The question asks for an explanation of quantum computing, which is unrelated to virtualQ's telephony technology or any of its products.",out_of_domain_general_knowledge,en
Was sind die besten Python-Web-Frameworks?,False,False,0.99,"The question asks about general Python web frameworks, which is unrelated to virtualQ's telephony products or technology stack.",out_of_domain_general_tech,en
Wie backe ich einen Schokoladenkuchen?,False,False,0.99,"The question asks about baking a chocolate cake, which is unrelated to virtualQ's telephony technology or engineering.",out_of_domain_general_knowledge,en
Wofür werden WebSockets verwendet?,False,False,0.9,The question asks about general WebSocket usage without referencing virtualQ or its telephony technology stack.,out_of_domain_general_tech,en
Erkläre Kubernetes-Pod-Scheduling,False,False,0.99,"The question asks about general Kubernetes pod scheduling, not specifically about virtualQ's technology, products, or infrastructure.",out_of_domain_general_tech,en
Was ist der Unterschied zwischen TCP und UDP?,False,False,0.97,"The question asks about general TCP vs UDP differences, which is unrelated to virtualQ's products, infrastructure, or technology stack.",out_of_domain_general_tech,en
