experiment,questions_file,model_id,query_prompt,answer_prompt,judge_prompt,question,faithfulness_score,answer_relevancy_score,contextual_relevancy_score,contextual_recall_score,contextual_precision_score,num_context_chunks
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,lenient,Which programming languages do we use?,1.0,0.6666666666666666,0.2826086956521739,0.0,0.9861111111111112,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,lenient,What are the central frameworks?,0.6666666666666666,1.0,0.2972972972972973,0.0,0.9415178571428571,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,lenient,What are internal and external audits and how do they differ?,1.0,1.0,0.2903225806451613,0.75,0.8835317460317459,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,lenient,Which different optimizers are offered by virtualQ and what do they do?,1.0,1.0,0.16666666666666666,0.2857142857142857,0.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,lenient,How is the weather?,1.0,1.0,0.0,0.0,0.6925170068027212,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,lenient,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,0.5,0.2111111111111111,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,lenient,What are the legal criteria for 3rd party software?,1.0,0.8,0.6410256410256411,1.0,1.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,lenient,Which programming languages do we use?,1.0,1.0,0.25,0.0,1.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,lenient,What are the central frameworks?,0.6666666666666666,1.0,0.2857142857142857,0.0,0.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,lenient,What are internal and external audits and how do they differ?,1.0,1.0,0.3333333333333333,1.0,0.7878306878306877,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,lenient,Which different optimizers are offered by virtualQ and what do they do?,1.0,1.0,0.16129032258064516,0.0,0.6,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,lenient,How is the weather?,1.0,0.6666666666666666,0.0,0.5,0.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,lenient,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,1.0,0.29583333333333334,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,lenient,What are the legal criteria for 3rd party software?,1.0,1.0,0.5405405405405406,1.0,0.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,lenient,Which programming languages do we use?,0.5,1.0,0.15384615384615385,0.0,0.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,lenient,What are the central frameworks?,0.0,1.0,0.3333333333333333,0.0,0.5333333333333333,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,lenient,What are internal and external audits and how do they differ?,1.0,1.0,0.2647058823529412,0.75,0.9765432098765433,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,lenient,Which different optimizers are offered by virtualQ and what do they do?,1.0,1.0,0.18518518518518517,0.42857142857142855,0.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,lenient,How is the weather?,1.0,1.0,0.0,0.0,0.0,10
engineer_public_q_default_a_qa_terse_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,lenient,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,0.5,0.2,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,two_stage,What are the legal criteria for 3rd party software?,1.0,1.0,0.5263157894736842,1.0,1.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,two_stage,Which programming languages do we use?,1.0,0.6666666666666666,0.18421052631578946,0.0,0.9861111111111112,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,two_stage,What are the central frameworks?,0.5,1.0,0.3235294117647059,0.0,0.5333333333333333,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,two_stage,What are internal and external audits and how do they differ?,1.0,1.0,0.21212121212121213,0.75,0.9765432098765433,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,two_stage,Which different optimizers are offered by virtualQ and what do they do?,1.0,0.6666666666666666,0.16129032258064516,0.2857142857142857,0.6,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,two_stage,How is the weather?,1.0,0.6666666666666666,0.0,0.0,1.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,two_stage,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,0.5,0.2,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,two_stage,What are the legal criteria for 3rd party software?,1.0,1.0,0.5263157894736842,1.0,1.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,two_stage,Which programming languages do we use?,1.0,1.0,0.15384615384615385,0.0,1.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,two_stage,What are the central frameworks?,0.6666666666666666,1.0,0.32432432432432434,0.0,0.9415178571428571,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,two_stage,What are internal and external audits and how do they differ?,1.0,1.0,0.29411764705882354,0.75,0.9765432098765433,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,two_stage,Which different optimizers are offered by virtualQ and what do they do?,1.0,0.5,0.18518518518518517,0.0,0.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,two_stage,How is the weather?,1.0,1.0,0.0,0.5,0.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,two_stage,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,0.5,0.2,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,two_stage,What are the legal criteria for 3rd party software?,1.0,1.0,0.5588235294117647,1.0,1.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,two_stage,Which programming languages do we use?,1.0,0.8,0.15789473684210525,0.0,1.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,two_stage,What are the central frameworks?,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,two_stage,What are internal and external audits and how do they differ?,1.0,0.8181818181818182,0.3333333333333333,0.75,0.7878306878306877,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,two_stage,Which different optimizers are offered by virtualQ and what do they do?,1.0,1.0,0.16666666666666666,0.0,0.0,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,two_stage,How is the weather?,1.0,1.0,0.0,0.5,0.1,10
engineer_public_q_default_a_qa_terse_j_two_stage,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,two_stage,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,0.5,0.29583333333333334,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,category,What are the legal criteria for 3rd party software?,1.0,0.875,0.5294117647058824,1.0,1.0,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,category,Which programming languages do we use?,1.0,0.6666666666666666,0.1282051282051282,0.0,0.9861111111111112,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,category,What are the central frameworks?,0.7142857142857143,1.0,0.24242424242424243,0.0,0.0,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,category,What are internal and external audits and how do they differ?,1.0,0.8888888888888888,0.2903225806451613,1.0,0.7878306878306877,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,category,Which different optimizers are offered by virtualQ and what do they do?,1.0,1.0,0.16666666666666666,0.7142857142857143,0.0,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,category,How is the weather?,1.0,0.6666666666666666,0.0,0.5,0.8106150793650793,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,qa_terse,category,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,0.5,0.7511904761904763,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,category,What are the legal criteria for 3rd party software?,1.0,1.0,0.5555555555555556,1.0,1.0,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,category,Which programming languages do we use?,1.0,0.6,0.125,0.0,0.9861111111111112,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,category,What are the central frameworks?,0.6666666666666666,1.0,0.2702702702702703,0.0,0.2,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,category,What are internal and external audits and how do they differ?,0.8,1.0,0.34375,0.0,0.8401360544217688,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,category,Which different optimizers are offered by virtualQ and what do they do?,1.0,1.0,0.16666666666666666,0.0,0.6,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,category,How is the weather?,0.5,0.5,0.0,0.0,0.1,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,qa_terse,category,What are the best new graphic cards that you are offering?,1.0,0.3333333333333333,0.0,0.5,0.29583333333333334,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,category,What are the legal criteria for 3rd party software?,0.8,1.0,0.5405405405405406,1.0,1.0,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,category,Which programming languages do we use?,1.0,1.0,0.15,0.0,1.0,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,category,What are the central frameworks?,0.6666666666666666,0.8,0.2702702702702703,0.0,0.9415178571428571,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,category,What are internal and external audits and how do they differ?,1.0,1.0,0.35294117647058826,1.0,0.7878306878306877,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,category,Which different optimizers are offered by virtualQ and what do they do?,1.0,1.0,0.13793103448275862,0.14285714285714285,0.0,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,category,How is the weather?,1.0,1.0,0.0,0.5,0.1,10
engineer_public_q_default_a_qa_terse_j_category,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,qa_terse,category,What are the best new graphic cards that you are offering?,1.0,1.0,0.0,0.5,0.2,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,default,What are the legal criteria for 3rd party software?,1.0,0.9230769230769231,0.5555555555555556,1.0,1.0,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,default,Which programming languages do we use?,1.0,1.0,0.15789473684210525,0.0,0.9861111111111112,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,default,What are the central frameworks?,0.8571428571428571,0.7142857142857143,0.16666666666666666,0.0,0.9028571428571428,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,default,What are internal and external audits and how do they differ?,0.0,0.8823529411764706,0.3235294117647059,0.75,0.8401360544217688,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,default,Which different optimizers are offered by virtualQ and what do they do?,1.0,0.8333333333333334,0.13793103448275862,0.5714285714285714,0.0,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,default,How is the weather?,1.0,0.75,0.0,0.5,0.1,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,default,What are the best new graphic cards that you are offering?,1.0,0.8,0.0,0.5,0.24074074074074073,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,default,What are the legal criteria for 3rd party software?,1.0,1.0,0.5555555555555556,1.0,1.0,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,default,Which programming languages do we use?,1.0,0.7,0.25,0.0,1.0,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,default,What are the central frameworks?,1.0,0.7692307692307693,0.40540540540540543,0.0,0.8520408163265306,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,default,What are internal and external audits and how do they differ?,1.0,1.0,0.23529411764705882,0.75,0.7878306878306877,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,default,Which different optimizers are offered by virtualQ and what do they do?,1.0,0.7,0.16666666666666666,0.42857142857142855,0.6,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,default,How is the weather?,1.0,0.5714285714285714,0.0,0.0,0.6088888888888888,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,default,What are the best new graphic cards that you are offering?,1.0,0.6666666666666666,0.0,0.5,0.2,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,default,What are the legal criteria for 3rd party software?,0.0,0.85,0.5526315789473685,1.0,1.0,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,default,Which programming languages do we use?,1.0,0.8571428571428571,0.15384615384615385,0.0,1.0,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,default,What are the central frameworks?,0.75,0.8461538461538461,0.39473684210526316,0.0,0.9028571428571428,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,default,What are internal and external audits and how do they differ?,1.0,0.0,0.30303030303030304,1.0,0.7878306878306877,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,default,Which different optimizers are offered by virtualQ and what do they do?,1.0,0.95,0.16666666666666666,0.0,0.6,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,default,How is the weather?,1.0,0.8,0.0,0.5,0.0,10
engineer_public_q_default_a_conversational_j_default,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,default,What are the best new graphic cards that you are offering?,1.0,0.8,0.0,0.5,0.29583333333333334,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,lenient,What are the legal criteria for 3rd party software?,0.0,0.8666666666666667,0.5405405405405406,1.0,1.0,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,lenient,Which programming languages do we use?,1.0,1.0,0.1794871794871795,0.0,0.9861111111111112,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,lenient,What are the central frameworks?,0.8888888888888888,0.9230769230769231,0.4,0.0,0.2,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,lenient,What are internal and external audits and how do they differ?,1.0,0.9285714285714286,0.34375,0.75,0.9765432098765433,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,lenient,Which different optimizers are offered by virtualQ and what do they do?,1.0,0.8181818181818182,0.1724137931034483,0.2857142857142857,0.0,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,lenient,How is the weather?,1.0,0.75,0.0,0.5,0.4046031746031746,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,qwen.qwen3-235b-a22b-2507-v1:0,default,conversational,lenient,What are the best new graphic cards that you are offering?,1.0,0.8571428571428571,0.0,0.5,0.29583333333333334,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,lenient,What are the legal criteria for 3rd party software?,1.0,0.7142857142857143,0.5263157894736842,1.0,0.0,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,lenient,Which programming languages do we use?,1.0,0.7692307692307693,0.15,0.0,1.0,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,lenient,What are the central frameworks?,0.9,0.8571428571428571,0.3055555555555556,0.0,0.9415178571428571,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,lenient,What are internal and external audits and how do they differ?,1.0,1.0,0.3870967741935484,0.75,0.9293650793650793,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,lenient,Which different optimizers are offered by virtualQ and what do they do?,1.0,0.8181818181818182,0.15384615384615385,0.2857142857142857,0.0,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,lenient,How is the weather?,1.0,0.5714285714285714,0.0,0.5,0.1,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,eu.amazon.nova-lite-v1:0,default,conversational,lenient,What are the best new graphic cards that you are offering?,1.0,0.25,0.0,0.5,0.8782627865961198,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,lenient,What are the legal criteria for 3rd party software?,0.0,1.0,0.5405405405405406,1.0,1.0,10
engineer_public_q_default_a_conversational_j_lenient,src/evaluation/questions_short_public.csv,openai.gpt-oss-120b-1:0,default,conversational,lenient,Which programming languages do we use?,1.0,0.875,0.1282051282051282,0.0,1.0,10
