question,expected_in_domain,predicted_in_domain,score,rationale,category,language
Who wrote the novel 1984?,False,False,0.1,The question about the author of the novel 1984 is unrelated to virtualQ or its technology stack and falls outside the domain of telephony or company-specific technical topics.,out_of_domain_general_knowledge,en
What is the speed of light?,False,False,0.1,The question about the speed of light is a general physics topic and not related to virtualQ or its technology stack.,out_of_domain_general_knowledge,en
What are Genesys Cloud's main features?,False,False,0.95,"The question is about Genesys Cloud's features, which is unrelated to virtualQ or its technology stack, and thus falls outside the specified domain.",out_of_domain_other_company,en
How does Five9 compare to NICE inContact?,False,False,0.1,"The question compares two external telephony companies, Five9 and NICE inContact, which are not part of virtualQ's technology stack or products, and the domain is limited to questions specifically about virtualQ.",out_of_domain_other_company,en
Explain quantum computing in simple terms,False,False,0.1,"The question about quantum computing is a general technology topic and not specifically related to virtualQ or its telephony products, services, or technology stack.",out_of_domain_general_knowledge,en
What are the best Python web frameworks?,False,False,0.1,"The question is a general inquiry about Python web frameworks and does not pertain to virtualQ or its technology stack, products, or engineering practices.",out_of_domain_general_tech,en
How do I make a chocolate cake?,False,False,0.1,"The question is about baking a chocolate cake, which is unrelated to virtualQ's telephony technology or any of its products, services, or engineering practices.",out_of_domain_general_knowledge,en
What are WebSockets used for?,False,True,0.8,"WebSockets are relevant to virtualQ's telephony technology stack, particularly for real-time communication features in their products.",out_of_domain_general_tech,en
Explain Kubernetes pod scheduling,False,False,0.1,The question is a general technical inquiry about Kubernetes pod scheduling and is not specifically related to virtualQ's technology stack or products.,out_of_domain_general_tech,en
What is the difference between TCP and UDP?,False,False,0.1,"The question is a general networking topic and not specifically about virtualQ or its technology stack, products, or services.",out_of_domain_general_tech,en
Welche rechtlichen Kriterien gibt es bei Drittanbieter-Software?,True,True,0.85,"Die Frage bezieht sich auf rechtliche Kriterien für Drittanbieter-Software im Kontext von virtualQ, was Compliance und Sicherheit im Unternehmen betrifft und somit im thematischen Bereich des Domänenfokus liegt.",in_domain,en
Welche Programmiersprachen werden bei uns verwendet?,True,True,0.95,"Die Frage bezieht sich auf die verwendeten Programmiersprachen bei virtualQ, was direkt zum Technologiestack und den Engineering-Praktiken des Unternehmens gehört.",in_domain,en
Welche Frameworks werden in unserem System genutzt?,True,True,0.95,"The question asks about frameworks used in the system, which pertains to virtualQ's technology stack and is within the domain of its engineering practices and architecture.",in_domain,en
Was sind interne und externe Audits und wie unterscheiden sie sich?,True,True,0.8,"The question pertains to audits, which can relate to security and compliance practices at virtualQ, a topic within the company's technology and operational domain.",in_domain,en
Wie wird mit Technical Debt umgegangen?,True,True,0.95,"The question asks about how technical debt is managed, which pertains to engineering practices at virtualQ, a topic within the specified domain.",in_domain,en
Wie skaliert das virtualQ-System hinsichtlich Performance und neuer Standorte?,True,True,0.95,"Die Frage bezieht sich auf die Skalierung des virtualQ-Systems hinsichtlich Performance und neuer Standorte, was direkt die Architektur und Infrastruktur von virtualQ betrifft und somit im definierten Technologie-Domain liegt.",in_domain,en
Wie werden Spracherkennung und Intent-Erkennung im System eingesetzt?,True,True,0.95,"Die Frage bezieht sich auf Technologien zur Sprach- und Intent-Erkennung im System, was direkt zum Technologiestack von virtualQ im Bereich Telekommunikation und Sprachverarbeitung gehört.",in_domain,en
Wie ist der Build- und Deployment-Prozess organisiert?,True,True,0.95,"The question asks about the build and deployment process, which falls within virtualQ's deployment/CI-CD practices, a core part of its technology stack and engineering operations.",in_domain,en
Wie nutzen wir Mobile Device Management?,True,True,0.95,"The question is about Mobile Device Management, which is a technology infrastructure and security practice relevant to virtualQ's engineering and operational environment.",in_domain,en
Welche Machine-Learning-Algorithmen werden in der Forecasting-Engine verwendet?,True,True,0.95,"Die Frage bezieht sich auf die Forecasting-Engine von virtualQ, was Teil der Technologie-Stack und Produktentwicklung des Unternehmens ist und somit im fachlichen Bereich liegt.",in_domain,en
Welche verschiedenen Optimizer bietet virtualQ an und was tun sie?,True,True,0.95,"The question asks about virtualQ's Optimizer offerings and their functions, which directly relates to virtualQ's products and technology stack.",in_domain,en
Was ist die Hauptstadt von Frankreich?,False,False,0.1,"The question is about the capital of France, which is general knowledge and unrelated to virtualQ or its technology stack.",out_of_domain_general_knowledge,en
Wer hat den Roman 1984 geschrieben?,False,False,0.1,"The question asks about the author of the novel '1984', which is unrelated to virtualQ or its technology stack.",out_of_domain_general_knowledge,en
Wie schnell ist Lichtgeschwindigkeit?,False,False,0.1,"Die Frage bezieht sich auf die Lichtgeschwindigkeit, ein allgemeines physikalisches Konzept, das nicht mit der Technologie oder den Produkten von virtualQ im Bereich Telekommunikation zusammenhängt.",out_of_domain_general_knowledge,en
Was sind die Hauptfunktionen von Genesys Cloud?,False,False,0.1,"Die Frage bezieht sich auf Genesys Cloud, ein Produkt eines anderen Unternehmens, und nicht auf virtualQ oder dessen Technologiestack.",out_of_domain_other_company,en
Wie schneidet Five9 im Vergleich zu NICE inContact ab?,False,False,0.1,"The question compares two external telephony companies, Five9 and NICE inContact, which are not part of virtualQ or its technology stack, making it out of domain.",out_of_domain_other_company,en
Erkläre Quantencomputing in einfachen Worten,False,False,0.1,"The question about explaining quantum computing is a general technology topic and not specifically related to virtualQ or its telephony products, services, or technology stack.",out_of_domain_general_knowledge,en
Was sind die besten Python-Web-Frameworks?,False,False,0.1,"The question asks about general Python web frameworks, which is not specific to virtualQ or its technology stack and falls outside the domain of the telephony company's products or engineering practices.",out_of_domain_general_tech,en
Wie backe ich einen Schokoladenkuchen?,False,False,0.1,"The question is about baking a chocolate cake, which is unrelated to virtualQ's telephony technology or any aspect of its products, services, or engineering practices.",out_of_domain_general_knowledge,en
Wofür werden WebSockets verwendet?,False,True,0.8,"WebSockets sind eine Technologie, die im Kontext von Echtzeitkommunikation in der Telekophonie verwendet werden kann, was direkt zum Technologiestack von virtualQ passt.",out_of_domain_general_tech,en
Erkläre Kubernetes-Pod-Scheduling,False,False,0.1,"The question is a general technical inquiry about Kubernetes pod scheduling and does not specifically relate to virtualQ's technology stack, products, or engineering practices.",out_of_domain_general_tech,en
Was ist der Unterschied zwischen TCP und UDP?,False,False,0.1,The question asks about a general networking concept unrelated to virtualQ's specific technology stack or products.,out_of_domain_general_tech,en
